Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year
One year,False,False,DSL,True,True,True,False,True,True,True,False,True,Electronic Check,68.21625,177.4945,6376.421613
One year,True,False,Fiber Optic,True,True,False,False,True,False,False,False,True,Bank Transfer(automatic),68.3428,157.4836,5856.007779
Month-to-month,False,False,Fiber Optic,True,True,False,False,False,False,True,True,False,Credit Card (automatic),61.079,240.1149,5525.488035
Month-to-month,True,False,Fiber Optic,True,False,True,False,True,True,True,True,False,Electronic Check,46.83595,235.1591,4491.233024
Two Year,False,False,Fiber Optic,True,True,False,True,False,False,True,False,True,Bank Transfer(automatic),38.47721,192.4404,3385.487772
Month-to-month,False,False,Fiber Optic,True,True,True,False,True,True,False,True,False,Bank Transfer(automatic),71.34241,207.4974,6166.675945
One year,True,False,Fiber Optic,True,True,True,True,True,True,False,False,True,Bank Transfer(automatic),55.78809,195.0062,4834.33256
Two Year,False,False,DSL,True,True,False,True,True,True,True,False,True,Credit Card (automatic),65.82346,197.4725,6389.433314
Month-to-month,False,False,Fiber Optic,True,False,False,True,False,True,False,True,True,Electronic Check,71.19605,182.447,6126.890285
Two Year,False,False,Fiber Optic,True,True,True,False,True,False,False,True,True,Electronic Check,66.66853,194.9882,5785.941862
One year,True,False,DSL,True,False,False,True,True,True,False,True,False,Credit Card (automatic),69.71148,174.9699,6447.106744
Month-to-month,True,False,None,True,False,False,True,False,False,False,False,False,Electronic Check,61.343,102.4746,5083.099357
Month-to-month,False,False,DSL,True,True,False,False,False,False,True,False,False,Credit Card (automatic),65.21612,149.9447,6110.185041
Month-to-month,True,False,None,True,False,False,False,False,False,True,False,False,Mailed Check,51.73474,104.9629,4461.641644
Two Year,False,True,DSL,True,False,False,False,False,False,False,True,True,Credit Card (automatic),61.51103,127.4421,5962.353614
One year,False,False,DSL,True,True,True,False,False,True,False,False,True,Electronic Check,59.11522,139.9875,5801.742401
Month-to-month,False,False,Fiber Optic,False,True,False,True,False,True,True,False,True,Mailed Check,64.7835,204.9496,5731.449527
Month-to-month,False,False,None,True,True,False,False,False,False,False,False,True,Credit Card (automatic),61.04909,112.4844,4945.176054
Two Year,False,False,Fiber Optic,True,False,False,True,True,False,True,False,False,Bank Transfer(automatic),70.95891,172.4579,6120.455574
Month-to-month,True,False,DSL,True,False,True,False,False,False,False,False,False,Credit Card (automatic),61.03116,94.97283,5448.251802
Two Year,True,False,Fiber Optic,True,False,True,False,False,False,True,False,False,Mailed Check,61.19712,139.9568,5393.585005
Month-to-month,True,False,DSL,True,False,False,False,True,True,False,True,True,Credit Card (automatic),66.82276,152.4742,6202.942408
Month-to-month,True,False,Fiber Optic,True,True,True,True,True,False,False,True,True,Electronic Check,52.61618,217.484,4957.613255
Two Year,False,False,Fiber Optic,True,False,False,True,False,False,True,True,True,Credit Card (automatic),66.85896,230.1051,5968.666511
Month-to-month,True,False,Fiber Optic,True,True,True,False,False,True,False,False,True,Electronic Check,63.43629,159.9875,5339.932352
One year,True,True,DSL,True,False,True,False,False,False,False,True,False,Mailed Check,59.65149,129.9598,5674.253089
Month-to-month,False,False,DSL,True,False,False,False,False,False,True,False,True,Mailed Check,66.50164,117.4392,6236.645806
One year,False,True,DSL,True,True,False,True,True,True,True,False,False,Bank Transfer(automatic),63.64488,197.4725,5991.256643
Two Year,True,True,DSL,True,True,True,True,False,True,False,False,True,Electronic Check,49.26311,162.4833,4826.758437
Two Year,False,True,Fiber Optic,True,False,False,True,True,True,False,True,True,Mailed Check,67.07059,194.9699,5852.331432
One year,False,True,Fiber Optic,True,False,False,False,False,True,False,True,True,Electronic Check,43.6544,159.9512,3771.873422
One year,True,True,DSL,True,False,True,False,False,True,True,True,True,Bank Transfer(automatic),71.14613,202.6362,6733.970943
One year,False,False,DSL,True,True,False,False,True,True,False,True,False,Electronic Check,41.71275,184.9797,4115.795378
Month-to-month,False,False,None,True,False,True,True,False,True,True,True,True,Credit Card (automatic),41.22287,212.6557,4181.563878
Month-to-month,True,True,Fiber Optic,True,True,False,False,False,False,False,False,True,Bank Transfer(automatic),70.85741,144.9607,6247.176227
Two Year,False,False,None,True,True,False,False,False,False,True,True,True,Credit Card (automatic),64.21579,207.6386,5874.187965
Month-to-month,False,False,DSL,True,False,False,True,False,False,False,False,False,Electronic Check,55.93837,114.9509,5085.811636
One year,True,False,None,False,False,False,True,False,False,True,True,False,Credit Card (automatic),69.14122,197.6288,6291.972267
One year,True,False,DSL,True,False,False,False,False,False,False,False,False,Electronic Check,63.73521,92.45514,5644.516819
Two Year,True,False,DSL,True,True,False,False,False,True,False,True,True,Mailed Check,44.14519,172.4567,4343.433357
Month-to-month,False,False,None,True,True,False,False,True,False,False,False,True,Electronic Check,54.23845,125.0073,4715.211492
Month-to-month,False,False,DSL,True,False,False,False,True,False,False,True,False,Mailed Check,70.31689,139.965,6359.779951
Month-to-month,False,False,DSL,True,False,False,False,False,False,False,True,False,Electronic Check,58.71889,127.4421,5557.974598
One year,False,False,DSL,True,True,False,False,False,False,True,True,True,Bank Transfer(automatic),63.22024,220.1149,6172.045881
Month-to-month,False,False,None,True,False,False,False,False,False,False,True,False,Electronic Check,66.37863,114.9658,5727.479091
One year,False,False,None,True,False,True,False,True,False,False,False,True,Electronic Check,44.13783,95.01949,3907.786822
Month-to-month,True,False,DSL,True,False,False,False,True,False,False,True,False,Electronic Check,70.8569,139.965,6509.495708
Two Year,False,False,Fiber Optic,False,True,False,False,False,False,True,False,False,Electronic Check,59.97805,169.9447,5464.592624
Two Year,False,True,Fiber Optic,True,True,False,True,False,False,False,True,True,Mailed Check,71.52177,202.4433,6392.972798
Month-to-month,False,False,DSL,False,True,True,True,True,False,False,True,False,Credit Card (automatic),59.33894,197.484,5958.978015
One year,True,False,Fiber Optic,True,True,False,False,True,False,False,False,True,Mailed Check,63.411,157.4836,5483.967712
One year,False,False,DSL,True,True,True,False,True,False,False,False,True,Mailed Check,47.87116,140.0013,4524.812836
Month-to-month,False,False,None,True,True,True,False,True,True,False,False,False,Bank Transfer(automatic),71.83307,140.0342,6246.238872
One year,True,False,Fiber Optic,True,False,True,False,True,False,False,True,True,Electronic Check,65.01825,162.4827,6088.936104
Month-to-month,False,True,Fiber Optic,True,True,False,False,False,False,True,True,True,Electronic Check,70.41132,240.1149,6376.238465
Two Year,False,False,Fiber Optic,True,True,True,True,False,True,False,True,True,Bank Transfer(automatic),53.81882,217.4702,4896.644429
Month-to-month,False,False,None,True,True,True,False,False,True,False,False,True,Electronic Check,46.88518,127.5112,3891.647782
Two Year,True,True,DSL,True,True,False,True,False,False,False,True,False,Credit Card (automatic),53.92549,182.4433,5288.937008
Month-to-month,True,False,Fiber Optic,True,True,True,True,True,False,False,True,True,Bank Transfer(automatic),63.6037,217.484,5857.586671
One year,False,True,DSL,True,False,True,True,True,True,False,False,True,Electronic Check,60.45093,142.5007,5609.120133
Month-to-month,True,False,Fiber Optic,True,False,False,False,False,True,True,True,False,Electronic Check,59.11937,220.1185,5322.673552
Two Year,False,False,Fiber Optic,True,False,True,True,False,False,False,True,True,Credit Card (automatic),53.66352,172.4555,4926.633778
Two Year,False,False,Fiber Optic,True,True,False,False,True,False,False,False,True,Mailed Check,48.99429,157.4836,4133.654101
Two Year,True,False,None,True,True,True,True,False,False,False,False,True,Credit Card (automatic),65.15223,137.4978,5624.339387
Two Year,False,False,DSL,True,False,False,False,False,True,False,True,False,Bank Transfer(automatic),63.20353,139.9512,5699.383058
Month-to-month,True,True,None,True,True,False,True,True,True,False,True,True,Electronic Check,65.06377,194.9992,5739.855932
Month-to-month,True,False,None,True,False,False,False,False,False,False,False,False,Electronic Check,55.85956,79.97886,4701.013371
Month-to-month,True,False,None,False,True,False,False,True,False,False,True,True,Mailed Check,48.36269,159.9942,4652.112318
Month-to-month,True,True,DSL,True,False,True,False,False,False,False,True,True,Mailed Check,58.65554,129.9598,5400.888902
One year,False,False,Fiber Optic,True,True,True,False,False,False,True,False,True,Bank Transfer(automatic),56.20104,172.4624,5241.552098
Two Year,True,False,DSL,True,True,True,True,False,False,False,True,True,Bank Transfer(automatic),70.20428,184.961,6805.77977
Month-to-month,False,True,Fiber Optic,True,True,False,False,True,True,True,True,True,Mailed Check,70.69395,265.147,6557.309417
Month-to-month,False,False,Fiber Optic,True,False,True,False,False,True,False,False,False,Credit Card (automatic),69.46066,127.482,6002.2228
Month-to-month,True,False,DSL,True,False,False,True,False,True,False,False,False,Bank Transfer(automatic),65.61564,127.4601,6096.007893
Month-to-month,False,False,Fiber Optic,True,False,True,True,False,False,True,True,True,Electronic Check,63.80215,232.6228,6020.055985
One year,True,False,None,True,False,True,False,True,False,False,False,True,Credit Card (automatic),54.07728,95.01949,4605.854101
Month-to-month,False,False,None,True,False,False,False,False,False,True,True,False,Electronic Check,71.11027,175.1331,6510.690917
One year,False,False,Fiber Optic,True,False,False,True,False,False,False,False,True,Bank Transfer(automatic),52.48944,134.9509,4561.48499
Two Year,True,True,Fiber Optic,False,False,False,False,True,False,False,True,True,Electronic Check,57.96945,159.965,5168.943477
One year,True,True,Fiber Optic,True,True,True,True,False,False,True,False,False,Mailed Check,69.99569,194.9581,6161.278314
Two Year,False,False,DSL,True,False,False,True,True,False,False,False,False,Bank Transfer(automatic),69.29186,127.4738,6273.992363
One year,False,False,DSL,True,True,False,False,False,False,False,False,True,Mailed Check,62.50474,124.9607,5975.718085
Two Year,False,False,Fiber Optic,True,True,False,False,True,False,True,True,True,Mailed Check,64.94284,252.6378,5953.457873
Two Year,True,False,None,True,False,True,False,True,False,True,True,False,Bank Transfer(automatic),71.31402,190.1737,6619.007955
Month-to-month,False,False,Fiber Optic,True,True,False,False,True,False,True,False,True,Bank Transfer(automatic),63.56516,182.4676,5499.021787
Two Year,False,False,Fiber Optic,True,False,False,True,True,False,False,False,False,Bank Transfer(automatic),62.82563,147.4738,5718.653054
Month-to-month,False,False,DSL,False,False,False,False,True,False,True,True,True,Credit Card (automatic),56.27454,200.1323,5582.738002
Two Year,True,False,Fiber Optic,True,False,True,False,True,False,True,True,False,Electronic Check,69.86009,222.65,6431.749062
Two Year,True,False,Fiber Optic,True,False,False,False,False,True,False,True,True,Mailed Check,53.02997,159.9512,4571.59639
Two Year,True,False,None,False,True,False,True,True,True,False,False,False,Mailed Check,68.28597,160.0122,5988.775784
Month-to-month,True,False,DSL,True,False,True,True,True,False,False,False,True,Electronic Check,57.95136,129.9915,5403.266437
Month-to-month,False,True,Fiber Optic,True,False,False,False,False,False,True,True,False,Electronic Check,63.55356,207.6094,5586.045656
Month-to-month,True,True,Fiber Optic,True,True,False,True,False,False,False,False,True,Electronic Check,44.19918,167.4564,3922.960514
One year,True,True,DSL,True,False,False,False,False,False,False,False,True,Mailed Check,68.62845,92.45514,6175.153891
Month-to-month,True,False,None,True,False,False,False,True,False,False,True,True,Bank Transfer(automatic),70.64083,127.4887,6146.916544
Two Year,False,False,Fiber Optic,True,False,False,True,False,True,True,True,True,Electronic Check,54.57315,242.6143,5025.332968
One year,True,True,DSL,True,False,False,False,True,False,True,True,False,Mailed Check,71.35208,200.1323,6816.033585
Month-to-month,False,False,DSL,True,True,False,True,True,True,False,False,False,Bank Transfer(automatic),53.06217,172.4885,5172.214852
Month-to-month,True,False,DSL,True,True,False,False,True,False,True,False,False,Bank Transfer(automatic),68.93442,162.4676,6505.956504
Month-to-month,False,True,None,True,True,False,True,True,True,False,False,True,Electronic Check,68.40649,160.0122,5879.343088
Two Year,True,False,DSL,True,False,True,True,False,True,False,False,True,Mailed Check,66.64301,129.9778,6175.920386
Month-to-month,False,False,Fiber Optic,True,True,True,True,False,False,False,False,True,Credit Card (automatic),40.62433,169.9741,3542.766428
Month-to-month,False,False,Fiber Optic,False,True,False,True,True,False,False,False,False,Electronic Check,69.35044,179.9794,6080.464463
Two Year,True,True,Fiber Optic,True,True,False,True,False,False,True,True,True,Mailed Check,66.67798,262.6106,6150.804869
Month-to-month,True,True,DSL,True,False,False,True,False,False,False,False,False,Electronic Check,63.69896,114.9509,5740.41201
Month-to-month,False,False,Fiber Optic,True,True,False,False,False,False,False,False,True,Electronic Check,66.68874,144.9607,5572.805273
Two Year,False,False,DSL,True,False,True,False,False,False,True,True,False,Mailed Check,60.35977,190.127,5796.781424
Month-to-month,False,False,None,False,False,False,False,True,True,True,False,True,Mailed Check,63.96748,129.995,5847.186613
One year,True,False,DSL,True,True,False,True,True,True,False,False,True,Bank Transfer(automatic),58.99154,172.4885,5490.29487
One year,False,False,None,True,False,False,True,True,False,True,False,True,Electronic Check,63.20516,139.9816,5437.952701
One year,False,True,DSL,True,True,False,True,False,True,False,False,True,Credit Card (automatic),63.84205,159.9656,5910.056992
Month-to-month,False,False,None,True,False,False,False,True,True,True,False,True,Credit Card (automatic),63.93709,129.995,5575.295805
One year,False,False,DSL,True,True,False,True,False,False,True,True,True,Bank Transfer(automatic),46.41276,242.6106,4872.598082
Month-to-month,False,False,Fiber Optic,True,False,True,False,False,False,False,False,True,Mailed Check,62.06064,114.9728,5396.112945
One year,False,False,None,True,False,False,False,False,True,True,False,True,Bank Transfer(automatic),61.72511,117.472,5234.822519
Month-to-month,True,True,None,True,True,False,False,True,False,False,True,True,Credit Card (automatic),64.90704,159.9942,5690.994186
Two Year,True,False,Fiber Optic,True,False,True,False,True,False,False,False,False,Electronic Check,65.74105,127.4958,5480.31735
Month-to-month,True,False,Fiber Optic,False,False,False,False,True,False,True,True,False,Bank Transfer(automatic),56.87027,220.1323,5331.531612
One year,False,False,DSL,True,True,False,False,False,True,True,False,False,Electronic Check,57.62165,162.4538,5473.238444
Two Year,False,False,DSL,True,True,False,False,False,False,False,True,False,Mailed Check,71.09119,159.9476,6469.597429
Month-to-month,True,False,Fiber Optic,True,True,False,False,True,False,False,False,False,Credit Card (automatic),58.8721,157.4836,5045.935401
One year,False,False,DSL,True,True,False,True,True,True,True,False,True,Electronic Check,48.25936,197.4725,4755.552483
One year,False,False,Fiber Optic,True,True,False,True,False,False,False,True,False,Mailed Check,64.26003,202.4433,5732.940723
Month-to-month,True,False,DSL,True,False,False,False,False,False,True,False,True,Bank Transfer(automatic),48.80395,117.4392,4615.321143
Month-to-month,True,True,Fiber Optic,True,True,True,False,False,True,True,False,True,Electronic Check,47.95497,184.9715,4421.995837
One year,True,True,None,True,False,False,True,True,False,True,False,True,Credit Card (automatic),68.7146,139.9816,5897.501471
Month-to-month,False,False,Fiber Optic,True,False,False,True,True,False,True,True,True,Mailed Check,51.30214,242.6281,4954.889726
Two Year,False,True,DSL,True,False,True,False,False,True,True,True,True,Bank Transfer(automatic),62.27403,202.6362,5998.575756
Month-to-month,True,True,Fiber Optic,True,False,True,False,False,True,False,True,True,Mailed Check,58.13955,162.4689,5046.115879
Month-to-month,True,False,Fiber Optic,True,False,False,True,False,False,True,False,True,Electronic Check,43.59094,159.9349,3858.410287
One year,True,True,DSL,True,True,True,False,False,False,True,False,True,Electronic Check,69.81507,152.4624,6727.977262
Month-to-month,False,True,Fiber Optic,True,False,True,False,True,True,True,False,True,Credit Card (automatic),48.15455,164.9889,4368.424816
One year,False,True,Fiber Optic,True,False,False,False,False,False,True,True,True,Electronic Check,51.95009,207.6094,4955.138722
Two Year,True,False,DSL,True,False,True,True,True,False,True,False,True,Mailed Check,53.77192,154.9755,5484.556598
One year,False,False,Fiber Optic,True,False,True,True,True,True,True,False,True,Electronic Check,67.29113,187.4847,6062.107187
Month-to-month,True,False,DSL,True,False,False,True,False,True,False,True,False,Electronic Check,54.26701,162.447,5157.491329
Two Year,True,True,DSL,True,False,True,False,True,True,True,False,True,Credit Card (automatic),66.74885,144.9889,6601.001727
Month-to-month,True,False,Fiber Optic,True,True,False,True,True,False,False,True,True,Electronic Check,47.77726,214.9663,4520.939364
Month-to-month,False,False,Fiber Optic,True,True,False,False,False,False,False,True,True,Credit Card (automatic),69.91626,179.9476,6087.466768
One year,True,False,Fiber Optic,True,False,False,True,True,True,True,True,True,Electronic Check,49.74162,255.1372,4844.338366
Month-to-month,False,True,DSL,True,True,True,True,False,True,False,False,True,Credit Card (automatic),49.40819,162.4833,4826.083597
Month-to-month,False,False,Fiber Optic,True,True,False,False,True,False,True,True,True,Bank Transfer(automatic),54.04994,252.6378,4956.725532
One year,True,False,Fiber Optic,True,False,True,False,True,True,True,False,False,Bank Transfer(automatic),54.95441,164.9889,4974.094369
Month-to-month,True,True,Fiber Optic,True,False,True,True,False,False,False,False,True,Electronic Check,69.93726,137.4686,5975.247846
Month-to-month,True,True,None,True,True,False,False,True,False,True,False,True,Mailed Check,64.63609,149.9913,5661.026883
Month-to-month,False,False,DSL,True,True,False,False,False,True,False,True,True,Electronic Check,70.96989,172.4567,6335.562326
Month-to-month,False,False,DSL,False,True,False,True,True,True,False,False,True,Credit Card (automatic),54.04993,172.4885,4981.747627
Month-to-month,False,True,Fiber Optic,True,True,False,True,True,False,False,False,True,Credit Card (automatic),48.56111,179.9794,4282.995447
Two Year,True,False,None,True,True,False,True,True,False,False,False,False,Credit Card (automatic),63.69034,147.5031,5600.294614
One year,True,True,DSL,True,True,True,True,False,False,True,False,False,Mailed Check,69.62423,174.9581,6689.748754
Month-to-month,True,True,Fiber Optic,True,True,False,False,False,False,False,True,False,Bank Transfer(automatic),71.79034,179.9476,6025.591215
Month-to-month,False,True,DSL,True,False,False,False,False,False,True,False,False,Credit Card (automatic),71.39672,117.4392,6403.802048
Month-to-month,True,True,DSL,False,False,False,False,True,False,False,True,True,Mailed Check,65.80077,139.965,6236.509405
One year,True,False,Fiber Optic,True,True,False,False,True,False,False,True,True,Electronic Check,56.37128,192.4705,5085.716683
Month-to-month,False,False,Fiber Optic,False,False,False,False,True,False,False,True,False,Electronic Check,55.00167,159.965,4727.77449
Month-to-month,False,False,DSL,True,False,True,False,True,False,True,True,True,Credit Card (automatic),69.03254,202.65,6814.653649
One year,False,False,DSL,True,False,False,True,False,False,False,True,False,Bank Transfer(automatic),51.08527,149.9378,4969.700877
Month-to-month,True,False,Fiber Optic,True,False,False,False,True,True,False,False,True,Bank Transfer(automatic),49.6365,137.4872,4147.198681
Month-to-month,False,False,DSL,False,True,False,True,False,False,True,False,False,Electronic Check,61.11248,172.4404,5894.713365
Month-to-month,False,False,Fiber Optic,True,True,False,True,False,False,False,True,True,Bank Transfer(automatic),66.84316,202.4433,5817.135191
Two Year,False,True,Fiber Optic,True,False,True,True,False,False,False,False,True,Electronic Check,52.96043,137.4686,4522.22905
Month-to-month,False,False,None,True,True,True,True,False,False,False,True,True,Mailed Check,59.94749,172.4848,5377.225984
Month-to-month,True,False,Fiber Optic,True,False,True,False,True,True,True,True,True,Electronic Check,69.14226,235.1591,6260.501439
Month-to-month,True,True,Fiber Optic,True,False,True,False,True,False,False,False,False,Mailed Check,63.39679,127.4958,5486.549081
Month-to-month,True,True,None,True,True,False,True,False,True,False,True,True,Bank Transfer(automatic),50.34057,182.4762,4614.576112
Two Year,True,False,Fiber Optic,True,True,False,True,False,False,True,True,False,Credit Card (automatic),69.96882,262.6106,6336.053167
Two Year,False,False,None,True,False,False,False,True,False,True,False,True,Bank Transfer(automatic),52.3021,117.4858,4698.191872
One year,True,True,Fiber Optic,True,False,False,False,True,True,True,False,True,Credit Card (automatic),69.09962,162.4713,5901.269005
One year,False,False,None,True,True,True,False,False,False,True,True,False,Bank Transfer(automatic),60.76389,210.1563,5701.462059
Two Year,False,True,Fiber Optic,True,False,True,True,True,False,True,False,True,Electronic Check,54.38925,174.9755,4952.728891
Month-to-month,True,False,Fiber Optic,True,False,False,False,False,True,True,False,True,Credit Card (automatic),60.75202,149.9483,5233.900981
One year,True,False,None,False,False,True,False,True,False,True,False,True,Mailed Check,71.23368,120.0035,6293.395149
Month-to-month,True,False,DSL,True,False,True,True,True,True,True,True,True,Mailed Check,71.38558,237.6549,6988.587622
Two Year,False,False,Fiber Optic,True,False,True,True,True,False,False,True,True,Bank Transfer(automatic),61.97804,184.9785,5614.133645
Two Year,True,True,None,True,True,False,True,True,False,False,True,True,Electronic Check,68.61879,182.49,6159.246097
Two Year,True,True,Fiber Optic,True,True,False,True,False,False,True,False,False,Bank Transfer(automatic),52.07056,192.4404,4558.313091
One year,False,False,Fiber Optic,True,False,False,False,True,False,False,True,False,Bank Transfer(automatic),70.45979,159.965,6186.049801
Month-to-month,False,False,DSL,True,True,True,False,False,True,False,True,False,Electronic Check,44.79742,174.9744,4513.977095
Month-to-month,False,True,Fiber Optic,True,False,False,False,True,False,False,True,True,Bank Transfer(automatic),55.98127,159.965,4894.242924
Two Year,False,False,Fiber Optic,True,False,False,True,False,False,True,False,True,Electronic Check,59.49558,159.9349,5042.294567
Two Year,False,False,Fiber Optic,True,True,True,True,False,False,True,False,False,Electronic Check,56.68304,194.9581,5199.488203
Two Year,True,False,DSL,True,False,True,False,False,True,True,True,False,Bank Transfer(automatic),69.5381,202.6362,6857.221544
Month-to-month,True,False,DSL,True,True,True,False,False,False,False,False,True,Mailed Check,70.49801,127.4783,6282.781525
Two Year,True,True,None,True,False,True,False,False,True,True,False,True,Bank Transfer(automatic),49.01677,119.9897,4249.059682
Two Year,False,True,Fiber Optic,True,True,False,False,False,True,False,True,False,Electronic Check,68.26818,192.4567,5965.540287
Month-to-month,False,True,Fiber Optic,True,True,False,False,False,False,True,False,False,Credit Card (automatic),56.73616,169.9447,5061.552514
Month-to-month,False,False,Fiber Optic,True,False,False,True,True,False,False,True,True,Electronic Check,63.09122,182.4608,5405.598202
Month-to-month,False,False,Fiber Optic,True,False,False,False,True,True,False,True,True,Credit Card (automatic),45.19194,172.4742,3921.432791
One year,True,True,DSL,True,False,False,False,False,True,False,True,True,Bank Transfer(automatic),53.9154,139.9512,5304.643513
Two Year,True,False,DSL,True,True,False,True,True,True,True,False,False,Bank Transfer(automatic),70.09511,197.4725,6576.787992
One year,True,False,DSL,True,True,True,True,False,False,True,False,False,Electronic Check,69.1503,174.9581,6477.148408
Month-to-month,True,False,DSL,False,False,True,False,True,False,True,True,True,Mailed Check,67.19853,202.65,6427.889022
Two Year,True,False,Fiber Optic,True,True,False,False,True,False,False,False,False,Mailed Check,60.7425,157.4836,5241.582205
One year,False,False,DSL,True,True,True,True,False,False,False,True,False,Electronic Check,59.21096,184.961,5824.726674
Month-to-month,False,False,None,True,True,False,True,False,False,False,False,True,Mailed Check,66.54966,134.9801,5875.620719
Two Year,True,False,DSL,True,False,False,True,False,False,True,False,False,Mailed Check,57.50632,139.9349,5434.927441
Month-to-month,False,True,Fiber Optic,True,False,True,False,False,False,True,False,False,Mailed Check,64.52906,139.9568,5587.309027
Two Year,False,True,Fiber Optic,True,True,False,False,False,False,True,True,False,Electronic Check,62.5497,240.1149,5849.697782
Two Year,True,True,Fiber Optic,True,True,False,True,False,True,True,False,True,Mailed Check,61.82628,204.9496,5408.328182
Two Year,True,False,Fiber Optic,False,True,False,False,True,True,True,False,True,Bank Transfer(automatic),59.98863,194.9768,5213.694521
Month-to-month,False,True,DSL,False,False,True,False,False,False,True,False,True,Bank Transfer(automatic),70.32865,119.9568,6581.526436
One year,True,True,Fiber Optic,True,True,False,False,False,False,True,False,False,Mailed Check,44.52947,169.9447,3930.941783
Two Year,False,True,Fiber Optic,True,True,False,True,False,False,True,False,False,Credit Card (automatic),70.6573,192.4404,6199.853857
Month-to-month,True,False,None,False,False,False,False,False,False,True,False,False,Mailed Check,71.83088,104.9629,6038.002387
Two Year,True,True,Fiber Optic,True,True,True,True,False,True,True,False,True,Electronic Check,54.23655,207.4673,5146.161642
Month-to-month,True,True,None,True,False,False,True,True,False,True,True,False,Bank Transfer(automatic),59.3991,210.1518,5709.290774
Month-to-month,True,False,Fiber Optic,True,True,False,True,False,False,False,True,False,Electronic Check,57.41425,202.4433,4996.095261
Month-to-month,False,False,None,True,False,False,False,False,True,False,False,False,Credit Card (automatic),68.72245,92.48802,5864.530305
Two Year,False,True,Fiber Optic,True,False,True,False,False,False,False,False,True,Credit Card (automatic),48.48324,114.9728,4482.710196
Month-to-month,True,True,None,True,True,True,False,False,True,False,True,True,Mailed Check,70.54943,162.4982,6147.295218
Two Year,True,False,DSL,True,True,True,True,False,False,False,False,False,Bank Transfer(automatic),57.6549,149.9741,5652.677937
Month-to-month,False,False,None,True,True,False,True,False,False,False,True,False,Mailed Check,63.21638,169.9671,5597.695081
Month-to-month,False,False,None,False,False,True,False,False,True,False,True,True,Credit Card (automatic),67.66242,129.9926,5926.760477
Two Year,True,True,None,False,True,False,True,True,False,True,True,True,Bank Transfer(automatic),61.39024,242.6573,5809.538819
Month-to-month,True,False,None,True,False,False,True,False,True,False,True,True,Electronic Check,65.01857,149.9707,5665.576718
Month-to-month,False,False,DSL,True,False,True,True,False,False,True,True,False,Electronic Check,63.23545,212.6228,6210.36612
Month-to-month,True,False,Fiber Optic,True,False,False,True,False,True,False,True,False,Electronic Check,70.71182,182.447,5993.09022
Two Year,False,False,Fiber Optic,True,True,False,True,True,False,True,False,True,Electronic Check,69.01347,204.9634,6322.625755
Month-to-month,False,True,None,True,False,True,False,True,True,False,False,True,Bank Transfer(automatic),67.31311,107.5286,5646.557605
Two Year,False,False,DSL,True,True,True,False,False,False,False,True,False,Credit Card (automatic),69.88786,162.4653,6442.923528
Month-to-month,False,False,DSL,True,True,False,True,False,False,True,True,False,Mailed Check,57.06138,242.6106,5641.483426
Month-to-month,False,False,Fiber Optic,True,False,True,False,True,False,False,False,False,Mailed Check,57.07901,127.4958,4991.10888
Month-to-month,True,True,Fiber Optic,True,False,False,False,False,True,False,False,True,Electronic Check,68.33384,124.9643,5570.802113
Month-to-month,True,True,None,True,True,False,False,True,False,False,False,False,Electronic Check,55.69275,125.0073,4711.062821
Two Year,True,False,Fiber Optic,True,False,True,False,False,True,False,True,False,Mailed Check,65.50792,162.4689,5671.770421
One year,False,False,Fiber Optic,False,False,False,True,False,False,True,True,True,Bank Transfer(automatic),53.53017,230.1051,4958.500526
Month-to-month,False,False,Fiber Optic,True,True,False,False,True,False,False,True,True,Mailed Check,46.21777,192.4705,4042.881848
Month-to-month,True,False,Fiber Optic,True,True,True,False,False,True,False,True,True,Credit Card (automatic),65.93142,194.9744,5985.296176
Month-to-month,True,False,None,True,False,True,True,True,True,False,False,True,Mailed Check,61.35337,130.0244,5255.178769
Two Year,False,False,Fiber Optic,True,False,True,False,True,True,True,False,True,Electronic Check,66.2968,164.9889,5947.364442
Month-to-month,False,False,DSL,True,True,False,False,False,True,True,True,True,Credit Card (automatic),57.10479,232.624,5611.83506
One year,True,True,None,True,False,True,True,True,False,True,True,True,Electronic Check,61.9635,212.6695,5965.231611
One year,True,False,Fiber Optic,True,False,False,True,True,True,True,False,True,Electronic Check,52.53762,184.967,4654.72171
Two Year,True,False,DSL,True,False,True,False,True,False,False,True,False,Mailed Check,48.17117,142.4827,4760.987806
One year,False,False,Fiber Optic,True,True,False,False,True,True,True,True,False,Bank Transfer(automatic),69.81825,265.147,6556.237246
Month-to-month,False,False,None,True,True,False,False,False,True,False,False,True,Electronic Check,66.19713,124.9935,5467.675628
Month-to-month,True,False,DSL,True,False,False,True,False,True,True,True,True,Bank Transfer(automatic),59.53825,222.6143,5934.1799
Two Year,True,True,DSL,True,True,True,True,False,True,True,True,True,Credit Card (automatic),54.64119,257.6375,5920.52411
Month-to-month,True,True,DSL,True,True,False,False,False,True,True,False,True,Electronic Check,54.01325,162.4538,5203.678475
One year,True,True,None,True,False,True,True,True,False,False,True,False,Electronic Check,63.43312,152.5022,5781.814396
Month-to-month,True,True,Fiber Optic,True,True,False,True,False,True,False,False,False,Electronic Check,56.53814,179.9656,5126.470699
